50
    0.843517	    0.471328
     0.62734	    0.661487
     0.24758	    0.893766
   -0.255082	    0.959776
   -0.730489	    0.699011
     1.03857	    0.299156
   -0.530946	    0.836157
   -0.490591	    0.894357
    0.701574	     0.59884
    0.937204	    0.363596
   0.0397704	    0.943726
    0.798826	    -0.42013
    0.104055	    0.956582
    0.939444	   -0.223299
      0.1263	    0.919067
    0.602736	    0.685119
    0.876096	   -0.221059
     1.07491	    -0.15173
     0.85883	    0.598625
     1.04414	    0.303726
   -0.417231	    0.875642
   -0.322127	    0.963251
     1.04192	  -0.0679253
   -0.419277	    0.943314
     1.01995	  -0.0376078
   -0.360007	     0.85749
     1.06765	   -0.123621
     1.07318	  -0.0488813
     1.06557	 6.55923e-05
   -0.715354	    0.643289
    0.916227	    0.554821
   -0.512791	    0.843629
    0.868243	    0.493592
    0.902018	   0.0810549
   -0.779565	      0.7056
    0.961602	   -0.287065
     1.00577	   -0.338764
    0.557795	    0.927008
    0.375441	    0.878087
   -0.517244	    0.822891
    0.590565	    0.870284
    0.217159	     1.01793
    0.392493	    0.957169
    0.622636	    0.862221
     1.02847	   -0.235274
    0.212807	    0.970306
    -0.59691	    0.802503
   -0.800259	    0.601046
      0.4778	     0.82507
     0.80532	   -0.493509
